employerJobCount,date,country,maskedEmployerName,employerAccountDateCreated,advtype,avgoverallcompanyrating,jobagedays,jobdatecreated,descriptionLengthChars,candStatusReviewedCount,supervisingJob,licenseRequiredJob,noEducationRequirementsJob,highSchoolEducationRequirementsJob,higherEducationRequirementsJob,applies,clicks,yearWeekOfYear,advDateCreatedDate,employeecount,normtitle,employerIndustry,normtitlecategory,admin1,city,jobHash 
b'536',b'2017-12-08',b'US',b'Company515396076121',b'20160908',b'Direct Employer',b'0',b'10',b'20171128',b'1746',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201749',b'2016-09-08',b'1000+',b'human resources generalist',b'Food/Beverage Services',b'hr',b'CA',b'Vandenbrg AFB',b'Company515396076121536\n'
b'12',b'2017-09-10',b'US',b'Company523986015125',b'20160603',b'Direct Employer',b'0',b'18',b'20170823',b'3868',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201736',b'2016-06-03',b'1-49',b'regulatory affairs manager',b'Energy/Utilities',b'legal',b'SC',b'Charleston',b'Company52398601512512\n'
b'25',b'2017-09-27',b'US',b'Company1709396986624',b'20161125',b'Direct Employer',b'33',b'28',b'20170830',b'2140',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201739',b'2016-11-25',b'250-499',b'training specialist',b'Telecom',b'education',b'NJ',b'West Caldwell',b'Company170939698662425\n'
b'6',b'2017-11-11',b'US',b'Company867583396976',b'20170221',b'Direct Employer',b'41',b'8',b'20171103',b'2704',b'2',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201745',b'2017-02-21',b'150-249',b'vault teller',b'Manufacturing',b'customer',b'NY',b'Liberty',b'Company8675833969766\n'
b'183',b'2017-11-12',b'US',b'Company300647711035',b'20160517',b'Direct Employer',b'0',b'7',b'20171105',b'1716',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201745',b'2016-05-17',b'1-49',b'senior associate attorney',b'Beauty/Wellness',b'legal',b'MI',b'Detroit',b'Company300647711035183\n'
b'1496',b'2017-12-21',b'US',b'Company1314259992669',b'20130521',b'Direct Employer',b'50',b'87',b'20170925',b'1953',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201751',b'2013-05-21',b'50-149',b'lumper',b'Accounting/Consulting',b'warehouse',b'WA',b'Tacoma',b'Company13142599926691496\n'
b'1',b'2017-07-29',b'US',b'Company738734382128',b'20170507',b'none',b'0',b'83',b'20170507',b'301',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201730',b'2017-05-07',b'1-49',b'mediator',b'Food/Beverage Services',b'legal',b'NY',b'Brighton Beach',b'Company7387343821281\n'
b'170',b'2017-09-21',b'US',b'Company738734376150',b'20090820',b'Staffing Agency',b'48',b'14',b'20170907',b'1859',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201738',b'2009-08-20',b'1-49',b'senior cad designer',b'Staffing Firm (General)',b'arch',b'CT',b'Farmington',b'Company738734376150170\n'
b'56',b'2017-10-05',b'US',b'Company335007449567',b'20170111',b'Direct Employer',b'0',b'0',b'20171005',b'4931',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201740',b'2017-01-11',b'250-499',b'retention specialist',b'Advertising/Marketing',b'sales',b'MD',b'Sykesville',b'Company33500744956756\n'
b'120',b'2017-12-31',b'US',b'Company1236950581377',b'20161221',b'Staffing Agency',b'0',b'32',b'20171129',b'4640',b'2',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201752',b'2016-12-21',b'250-499',b'support manager',b'Insurance',b'retail',b'IL',b'Niles',b'Company1236950581377120\n'
b'1',b'2017-12-09',b'US',b'Company1529008367461',b'20171021',b'none',b'0',b'49',b'20171021',b'2480',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201749',b'2017-10-21',b'50-149',b'camp counselor',b'Food/Beverage Services',b'service',b'CT',b'Winsted',b'Company15290083674611\n'
b'42',b'2017-10-19',b'US',b'Company257698039492',b'20170324',b'Direct Employer',b'33',b'28',b'20170921',b'2506',b'7',b'0',b'0',b'0',b'0',b'1',b'9',b'47',b'201742',b'2017-03-24',b'1-49',b'pallet jack operator',b'Technology/Information',b'warehouse',b'CA',b'Sacramento',b'Company25769803949242\n'
b'18',b'2017-07-31',b'US',b'Company893353206020',b'20170210',b'none',b'0',b'5',b'20170726',b'2098',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201731',b'2017-02-10',b'1-49',b'entry level service technician',b'Other',b'install',b'MN',b'Zumbro Falls',b'Company89335320602018\n'
b'10',b'2017-09-19',b'US',b'Company1305670065208',b'20160406',b'Direct Employer',b'0',b'8',b'20170911',b'1605',b'1',b'0',b'0',b'0',b'0',b'0',b'21',b'95',b'201738',b'2016-04-06',b'50-149',b'delivery driver',b'Food/Beverage Services',b'driver',b'PA',b'West Chester',b'Company130567006520810\n'
b'2',b'2017-09-17',b'US',b'Company1546188229377',b'20170426',b'none',b'45',b'11',b'20170906',b'190',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'15',b'201737',b'2017-04-26',b'500-749',b'insurance coordinator',b'Accounting/Consulting',b'insurance',b'CT',b'Franklin',b'Company15461882293772\n'
b'27',b'2018-01-23',b'US',b'Company635655160744',b'20130417',b'Direct Employer',b'0',b'7',b'20180116',b'2275',b'1',b'0',b'0',b'0',b'0',b'0',b'11',b'55',b'20184',b'2013-04-17',b'150-249',b'production lead',b'Transportation/Logistics',b'manufacturing',b'MI',b'Brighton',b'Company63565516074427\n'
b'520',b'2018-01-26',b'US',b'Company687194767475',b'20150625',b'Direct Employer',b'10',b'50',b'20171207',b'5922',b'2',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20184',b'2015-06-25',b'500-749',b'regional director',b'Health Care/Medical',b'management',b'NC',b'Charlotte',b'Company687194767475520\n'
b'1',b'2018-01-19',b'US',b'Company1194000931986',b'20171014',b'none',b'0',b'97',b'20171014',b'542',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'20183',b'2017-10-14',b'1-49',b'conference coordinator',b'Energy/Utilities',b'admin',b'NY',b'Kent',b'Company11940009319861\n'
b'310',b'2017-10-08',b'US',b'Company1417339208139',b'20150605',b'Direct Employer',b'36',b'44',b'20170825',b'3408',b'4',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201740',b'2015-06-05',b'1000+',b'shipper/receiver',b'Non-Profit/Association',b'warehouse',b'OH',b'N Canton',b'Company1417339208139310\n'
b'888',b'2018-01-13',b'US',b'Company317827579938',b'20120111',b'Direct Employer',b'33',b'59',b'20171115',b'1447',b'5',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'20182',b'2012-01-11',b'1000+',b'restaurant manager',b'Arts/Entertainment/Recreation',b'food',b'MO',b'Ballwin',b'Company317827579938888\n'
b'222',b'2018-01-15',b'US',b'Company343597384780',b'20121026',b'Direct Employer',b'0',b'39',b'20171207',b'1185',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20183',b'2012-10-26',b'1000+',b'sporting goods associate',b'Health Care/Medical',b'retail',b'MD',b'Odenton',b'Company343597384780222\n'
b'395',b'2018-01-04',b'US',b'Company163208757923',b'20170307',b'Direct Employer',b'29',b'15',b'20171220',b'3821',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20181',b'2017-03-07',b'250-499',b'installation technician',b'Defense/Security',b'install',b'MA',b'Needham Heights',b'Company163208757923395\n'
b'4',b'2018-01-23',b'US',b'Company936302884678',b'20150827',b'none',b'0',b'19',b'20180104',b'3081',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'20184',b'2015-08-27',b'1-49',b'laboratory manager',b'Non-Profit/Association',b'management',b'IL',b'Marion',b'Company9363028846784\n'
b'1054',b'2017-12-21',b'US',b'Company1606317768750',b'20130711',b'Staffing Agency',b'31',b'17',b'20171204',b'1869',b'3',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201751',b'2013-07-11',b'1-49',b'air filter technician',b'Transportation/Logistics',b'install',b'MA',b'Braintree',b'Company16063177687501054\n'
b'1',b'2017-12-04',b'US',b'Company876173339564',b'20170819',b'none',b'0',b'61',b'20171004',b'1360',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201749',b'2017-08-19',b'1-49',b'senior manufacturing engineer',b'Education',b'engid',b'HI',b'K\xc4\x81ne\xe2\x80\x98ohe Bay',b'Company8761733395641\n'
b'1',b'2017-10-22',b'US',b'Company1529008367461',b'20171021',b'none',b'0',b'1',b'20171021',b'2480',b'1',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201742',b'2017-10-21',b'50-149',b'camp counselor',b'Food/Beverage Services',b'service',b'CT',b'Winsted',b'Company15290083674611\n'
b'22',b'2017-12-15',b'US',b'Company1073741828208',b'20161026',b'none',b'0',b'15',b'20171130',b'393',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201750',b'2016-10-26',b'1-49',b'carpet technician',b'Real Estate',b'sanitation',b'OK',b'Moore',b'Company107374182820822\n'
b'64',b'2017-11-21',b'US',b'Company1374389536319',b'20170215',b'Direct Employer',b'0',b'27',b'20171025',b'1560',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201747',b'2017-02-15',b'250-499',b'dsp engineer',b'Hospitality/Travel',b'engelectric',b'FL',b'Tampa',b'Company137438953631964\n'
b'43',b'2018-01-01',b'US',b'Company1340029800144',b'20140702',b'Direct Employer',b'0',b'14',b'20171218',b'2559',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20181',b'2014-07-02',b'500-749',b'smt operator',b'Non-Profit/Association',b'manufacturing',b'WI',b'Black River Falls',b'Company134002980014443\n'
b'22',b'2018-01-18',b'US',b'Company1563368097511',b'20151209',b'Direct Employer',b'37',b'5',b'20180113',b'2224',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20183',b'2015-12-09',b'1-49',b'nutritionist',b'Financial Services/Banking',b'medtech',b'HI',b'Kapaa',b'Company156336809751122\n'
b'1',b'2018-01-03',b'US',b'Company1580547967077',b'20171227',b'none',b'0',b'7',b'20171227',b'2634',b'2',b'0',b'0',b'0',b'0',b'0',b'13',b'63',b'20181',b'2017-12-27',b'1-49',b'broadband technician',b'Technology/Information',b'install',b'MO',b'Fenton',b'Company15805479670771\n'
b'1',b'2017-11-30',b'US',b'Company326417540515',b'20171127',b'none',b'0',b'3',b'20171127',b'1938',b'4',b'0',b'0',b'0',b'0',b'0',b'17',b'79',b'201748',b'2017-11-27',b'1-49',b'full charge bookkeeper',b'Retail/Consumer Products',b'accounting',b'NY',b'Brooklyn',b'Company3264175405151\n'
b'11',b'2018-01-27',b'US',b'Company1271310319793',b'20150930',b'Direct Employer',b'37',b'67',b'20171121',b'377',b'2',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20184',b'2015-09-30',b'1-49',b'entry level legal assistant',b'Construction/Engineering',b'legal',b'MI',b'Grand Haven',b'Company127131031979311\n'
b'2',b'2017-12-31',b'US',b'Company618475313311',b'20170126',b'none',b'0',b'15',b'20171216',b'1405',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201752',b'2017-01-26',b'1-49',b'technical program manager',b'Government/Military',b'techsoftware',b'ME',b'Saco',b'Company6184753133112\n'
b'55',b'2017-12-17',b'US',b'Company249108112314',b'20170601',b'Direct Employer',b'40',b'3',b'20171214',b'2768',b'2',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201750',b'2017-06-01',b'500-749',b'spa associate',b'Food/Beverage Services',b'hospitality',b'TX',b'Dallas',b'Company24910811231455\n'
b'20',b'2018-01-30',b'US',b'Company867583407667',b'20171010',b'Direct Employer',b'0',b'22',b'20180108',b'90',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20185',b'2017-10-10',b'1000+',b'senior business analyst',b'Health Care/Medical',b'techinfo',b'FL',b'Green Cove Springs',b'Company86758340766720\n'
b'552',b'2017-07-31',b'US',b'Company1108101562663',b'20140604',b'Staffing Agency',b'0',b'88',b'20170504',b'1122',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201731',b'2014-06-04',b'1000+',b'customer service representative',b'Technology/Information',b'customer',b'MN',b'Saint Paul',b'Company1108101562663552\n'
b'20',b'2017-08-21',b'US',b'Company970662609098',b'20161229',b'Direct Employer',b'0',b'18',b'20170803',b'6418',b'5',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201734',b'2016-12-29',b'1-49',b'c developer',b'Technology/Information',b'techsoftware',b'NY',b'Montgomery',b'Company97066260909820\n'
b'21',b'2017-12-21',b'US',b'Company163208759933',b'20130410',b'Direct Employer',b'0',b'16',b'20171205',b'3480',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201751',b'2013-04-10',b'1-49',b'obstetrics and gynecology physician',b'Work at Home',b'meddr',b'UT',b'Dugway Proving Ground',b'Company16320875993321\n'
b'97',b'2017-09-22',b'US',b'Company678604832889',b'20160812',b'Direct Employer',b'34',b'8',b'20170914',b'5082',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201738',b'2016-08-12',b'1000+',b'human resources manager',b'Automotive',b'hr',b'NY',b'Town of Wheatfield',b'Company67860483288997\n'
b'2',b'2017-09-30',b'US',b'Company584115559658',b'20170306',b'none',b'0',b'20',b'20170910',b'678',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201739',b'2017-03-06',b'500-749',b'program associate',b'Beauty/Wellness',b'admin',b'MI',b'Saline',b'Company5841155596582\n'
b'263',b'2017-08-07',b'US',b'Company455266533997',b'20140926',b'Direct Employer',b'18',b'1',b'20170806',b'1295',b'20',b'0',b'0',b'0',b'0',b'0',b'38',b'163',b'201732',b'2014-09-26',b'1000+',b'entry level service technician',b'Transportation/Logistics',b'install',b'IA',b'Mitchellville',b'Company455266533997263\n'
b'14',b'2018-01-28',b'US',b'Company223338304087',b'20170911',b'Direct Employer',b'45',b'28',b'20171231',b'2230',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20184',b'2017-09-11',b'1-49',b'global project manager',b'Technology/Information',b'project',b'CA',b'Woodland Hills',b'Company22333830408714\n'
b'40',b'2017-09-10',b'US',b'Company523986011433',b'20131124',b'Direct Employer',b'10',b'10',b'20170831',b'163',b'1',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201736',b'2013-11-24',b'1-49',b'office cleaner',b'Health Care/Medical',b'sanitation',b'NY',b'Fresh Meadows',b'Company52398601143340\n'
b'3',b'2018-01-29',b'US',b'Company523986010139',b'20171114',b'none',b'38',b'62',b'20171128',b'564',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20185',b'2017-11-14',b'1-49',b'assistant director',b'Beauty/Wellness',b'management',b'PA',b'Harrisburg',b'Company5239860101393\n'
b'5',b'2017-08-27',b'US',b'Company841813592721',b'20140602',b'Direct Employer',b'0',b'62',b'20170626',b'1022',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201734',b'2014-06-02',b'1-49',b'custodian',b'Job Board (General)',b'sanitation',b'VA',b'McLean',b'Company8418135927215\n'
b'9',b'2017-09-28',b'US',b'Company8589942245',b'20140201',b'none',b'0',b'82',b'20170708',b'1214',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201739',b'2014-02-01',b'1-49',b'electronics technician',b'Other',b'install',b'OH',b'Fairborn',b'Company85899422459\n'
b'2',b'2017-10-15',b'US',b'Company919123019307',b'20170423',b'none',b'0',b'21',b'20170924',b'326',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201741',b'2017-04-23',b'1-49',b'produce associate',b'Energy/Utilities',b'retail',b'CA',b'Tarzana',b'Company9191230193072\n'
b'62',b'2018-01-16',b'US',b'Company687194785129',b'20170815',b'none',b'0',b'5',b'20180111',b'2873',b'0',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'20183',b'2017-08-15',b'1-49',b'press brake operator',b'Health Care/Medical',b'manufacturing',b'TN',b'Bulls Gap',b'Company68719478512962\n'
b'72',b'2017-08-18',b'US',b'Company1408749274873',b'20130311',b'Direct Employer',b'10',b'50',b'20170629',b'1546',b'2',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201733',b'2013-03-11',b'500-749',b'senior communications coordinator',b'Automotive',b'media',b'VA',b'Chantilly',b'Company140874927487372\n'
b'18',b'2017-12-15',b'US',b'Company901943138063',b'20170406',b'none',b'0',b'18',b'20171127',b'383',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201750',b'2017-04-06',b'150-249',b'installer',b'Work at Home',b'install',b'WI',b'Eau Claire',b'Company90194313806318\n'
b'15',b'2017-12-25',b'US',b'Company1614907705768',b'20150914',b'Direct Employer',b'50',b'75',b'20171011',b'2053',b'3',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'201752',b'2015-09-14',b'150-249',b'youth mentor',b'Advertising/Marketing',b'service',b'MN',b'Faribault',b'Company161490770576815\n'
b'1',b'2018-01-23',b'US',b'Company609885365887',b'20171227',b'none',b'0',b'27',b'20171227',b'939',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20184',b'2017-12-27',b'1-49',b'junior technical manager',b'Work at Home',b'management',b'CA',b'Lake Forest',b'Company6098853658871\n'
b'82',b'2017-11-29',b'US',b'Company1271310319831',b'20121024',b'Staffing Agency',b'0',b'42',b'20171018',b'1779',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201748',b'2012-10-24',b'150-249',b'dealer',b'Education',b'retail',b'KY',b'Versailles',b'Company127131031983182\n'
b'26',b'2017-07-04',b'US',b'Company798863918552',b'20150721',b'Direct Employer',b'40',b'70',b'20170425',b'3625',b'3',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201727',b'2015-07-21',b'500-749',b'entry level outside sales',b'Manufacturing',b'sales',b'PA',b'Ross Township',b'Company79886391855226\n'
b'6',b'2017-12-31',b'US',b'Company386547056701',b'20171018',b'Staffing Agency',b'38',b'4',b'20171227',b'1012',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201752',b'2017-10-18',b'1-49',b'actuary',b'Staffing Firm (General)',b'insurance',b'IL',b'Northfield',b'Company3865470567016\n'
b'7',b'2017-07-08',b'US',b'Company146028893404',b'20150720',b'Direct Employer',b'0',b'23',b'20170615',b'403',b'6',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'201727',b'2015-07-20',b'50-149',b'behavioral specialist',b'Construction/Engineering',b'service',b'CA',b'Los Angeles',b'Company1460288934047\n'
b'101',b'2017-10-27',b'US',b'Company1374389534994',b'20150806',b'Direct Employer',b'0',b'25',b'20171002',b'3284',b'4',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201743',b'2015-08-06',b'250-499',b'phone banker',b'Non-Profit/Association',b'customer',b'IL',b'Eldorado',b'Company1374389534994101\n'
b'2',b'2017-08-07',b'US',b'Company790273989162',b'20170727',b'none',b'0',b'5',b'20170802',b'1077',b'4',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201732',b'2017-07-27',b'1-49',b'ironworker',b'Energy/Utilities',b'manufacturing',b'GA',b'Rutledge',b'Company7902739891622\n'
b'649',b'2017-08-02',b'US',b'Company17179869272',b'20160714',b'Direct Employer',b'26',b'23',b'20170710',b'2069',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201731',b'2016-07-14',b'1000+',b'client specialist',b'Health Care/Medical',b'sales',b'MD',b'Cambridge',b'Company17179869272649\n'
b'7',b'2017-10-31',b'US',b'Company154618827676',b'20160729',b'Direct Employer',b'0',b'9',b'20171022',b'215',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201744',b'2016-07-29',b'1-49',b'management information systems manager',b'Food/Beverage Services',b'management',b'NC',b'Rutherfordton',b'Company1546188276767\n'
b'3',b'2017-11-09',b'US',b'Company584115553231',b'20170926',b'none',b'34',b'43',b'20170927',b'1483',b'3',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201745',b'2017-09-26',b'1000+',b'preschool teacher',b'Agriculture',b'childcare',b'OH',b'Westerville',b'Company5841155532313\n'
b'9',b'2017-09-22',b'US',b'Company231928234239',b'20161020',b'Direct Employer',b'39',b'10',b'20170912',b'3470',b'3',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201738',b'2016-10-20',b'750-999',b'staff engineer',b'Retail/Consumer Products',b'engid',b'MN',b'Bloomington',b'Company2319282342399\n'
b'16',b'2017-09-05',b'US',b'Company816043787897',b'20170525',b'Staffing Agency',b'0',b'45',b'20170722',b'1399',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201736',b'2017-05-25',b'1-49',b'trainer',b'Staffing Firm (General)',b'education',b'MD',b'Columbia',b'Company81604378789716\n'
b'482',b'2017-11-21',b'US',b'Company661424963851',b'20130530',b'Direct Employer',b'36',b'7',b'20171114',b'920',b'4',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201747',b'2013-05-30',b'250-499',b'senior sales analyst',b'Food/Beverage Services',b'techinfo',b'FL',b'Fort Myers',b'Company661424963851482\n'
b'66',b'2017-11-26',b'US',b'Company1606317768816',b'20170628',b'Staffing Agency',b'35',b'9',b'20171117',b'1403',b'15',b'0',b'0',b'0',b'0',b'0',b'34',b'147',b'201747',b'2017-06-28',b'250-499',b'junior technical writer',b'Retail/Consumer Products',b'techinfo',b'NM',b'Eunice',b'Company160631776881666\n'
b'765',b'2017-10-23',b'US',b'Company1649267441994',b'20141112',b'Staffing Agency',b'0',b'59',b'20170825',b'403',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201743',b'2014-11-12',b'250-499',b'registered nurse',b'Health Care/Medical',b'mednurse',b'NY',b'Bronx',b'Company1649267441994765\n'
b'3',b'2017-10-14',b'US',b'Company884763262995',b'20160812',b'none',b'0',b'16',b'20170928',b'986',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201741',b'2016-08-12',b'500-749',b'operations engineer',b'Manufacturing',b'techsoftware',b'GA',b'Cartersville',b'Company8847632629953\n'
b'1',b'2017-07-04',b'US',b'Company506806149732',b'20170515',b'none',b'0',b'50',b'20170515',b'1298',b'3',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201727',b'2017-05-15',b'1-49',b'inside sales/customer service',b'Automotive',b'sales',b'OH',b'Waynesburg',b'Company5068061497321\n'
b'6',b'2017-11-19',b'US',b'Company1254130456543',b'20160831',b'none',b'0',b'4',b'20171115',b'63',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201746',b'2016-08-31',b'1-49',b'food service director',b'Education',b'food',b'MO',b'Columbia',b'Company12541304565436\n'
b'24',b'2018-01-12',b'US',b'Company1546188228792',b'20171102',b'none',b'40',b'6',b'20180106',b'1871',b'4',b'0',b'1',b'0',b'0',b'1',b'6',b'35',b'20182',b'2017-11-02',b'1000+',b'test engineer entry level',b'Beauty/Wellness',b'engid',b'WA',b'Union Gap',b'Company154618822879224\n'
